head,relation,tail
P2191,belongs_to_category,C082
P2192,belongs_to_brand,B289
P2192,belongs_to_category,C158
P2193,belongs_to_brand,B031
P2193,belongs_to_category,C183
P2194,belongs_to_brand,B293
P2194,belongs_to_category,C184
P2195,belongs_to_brand,B072
P2195,belongs_to_category,C116
P2196,belongs_to_brand,B219
P2196,belongs_to_category,C036
P2197,belongs_to_brand,B043
P2197,belongs_to_category,C186
P2198,belongs_to_brand,B121
P2198,belongs_to_category,C061
P2199,belongs_to_brand,B254
P2199,belongs_to_category,C037
P2200,belongs_to_brand,B186
P2200,belongs_to_category,C117
P2201,belongs_to_brand,B214
P2201,belongs_to_category,C121
P2202,belongs_to_brand,B223
P2202,belongs_to_category,C195
P2203,belongs_to_brand,B019
P2203,belongs_to_category,C137
P2204,belongs_to_brand,B183
P2204,belongs_to_category,C064
P2205,belongs_to_brand,B005
P2205,belongs_to_category,C166
P2206,belongs_to_brand,B036
P2206,belongs_to_category,C132
P2207,belongs_to_brand,B175
P2207,belongs_to_category,C127
P2208,belongs_to_brand,B012
P2208,belongs_to_category,C013
P2209,belongs_to_brand,B187
P2209,belongs_to_category,C089
P2210,belongs_to_brand,B112
P2210,belongs_to_category,C145
P2211,belongs_to_brand,B132
P2211,belongs_to_category,C036
P2212,belongs_to_brand,B223
P2212,belongs_to_category,C091
P2213,belongs_to_brand,B092
P2213,belongs_to_category,C054
P2214,belongs_to_brand,B274
P2214,belongs_to_category,C077
P2215,belongs_to_brand,B042
P2215,belongs_to_category,C071
P2216,belongs_to_brand,B043
P2216,belongs_to_category,C167
P2217,belongs_to_brand,B101
P2217,belongs_to_category,C144
P2218,belongs_to_brand,B282
P2218,belongs_to_category,C061
P2219,belongs_to_brand,B298
P2219,belongs_to_category,C111
P2220,belongs_to_brand,B006
P2220,belongs_to_category,C123
P2221,belongs_to_brand,B189
P2221,belongs_to_category,C153
P2222,belongs_to_brand,B220
P2222,belongs_to_category,C003
P2223,belongs_to_brand,B057
P2223,belongs_to_category,C105
P2224,belongs_to_brand,B265
P2224,belongs_to_category,C035
P2225,belongs_to_brand,B021
P2225,belongs_to_category,C074
P2226,belongs_to_brand,B232
P2226,belongs_to_category,C016
P2227,belongs_to_brand,B192
P2227,belongs_to_category,C006
P2228,belongs_to_brand,B074
P2228,belongs_to_category,C135
P2229,belongs_to_brand,B067
P2229,belongs_to_category,C080
P2230,belongs_to_brand,B298
P2230,belongs_to_category,C132
P2231,belongs_to_brand,B258
P2231,belongs_to_category,C034
P2232,belongs_to_brand,B095
P2232,belongs_to_category,C001
P2233,belongs_to_brand,B184
P2233,belongs_to_category,C014
P2234,belongs_to_brand,B183
P2234,belongs_to_category,C128
P2235,belongs_to_brand,B026
P2235,belongs_to_category,C098
P2236,belongs_to_brand,B054
P2236,belongs_to_category,C190
P2237,belongs_to_brand,B209
P2237,belongs_to_category,C038
P2238,belongs_to_brand,B279
P2238,belongs_to_category,C179
P2239,belongs_to_brand,B134
P2239,belongs_to_category,C083
P2240,belongs_to_brand,B139
P2240,belongs_to_category,C140
P2241,belongs_to_brand,B123
P2241,belongs_to_category,C152
P2242,belongs_to_brand,B157
P2242,belongs_to_category,C090
P2243,belongs_to_brand,B095
P2243,belongs_to_category,C159
P2244,belongs_to_brand,B190
P2244,belongs_to_category,C175
P2245,belongs_to_brand,B271
P2245,belongs_to_category,C078
P2246,belongs_to_brand,B204
P2246,belongs_to_category,C086
P2247,belongs_to_brand,B014
P2247,belongs_to_category,C057
P2248,belongs_to_brand,B200
P2248,belongs_to_category,C095
P2249,belongs_to_brand,B200
P2249,belongs_to_category,C069
P2250,belongs_to_brand,B005
P2250,belongs_to_category,C092
P2251,belongs_to_brand,B113
P2251,belongs_to_category,C035
P2252,belongs_to_brand,B202
P2252,belongs_to_category,C106
P2253,belongs_to_brand,B221
P2253,belongs_to_category,C096
P2254,belongs_to_brand,B014
P2254,belongs_to_category,C092
P2255,belongs_to_brand,B184
P2255,belongs_to_category,C130
P2256,belongs_to_brand,B234
P2256,belongs_to_category,C178
P2257,belongs_to_brand,B275
P2257,belongs_to_category,C124
P2258,belongs_to_brand,B293
P2258,belongs_to_category,C121
P2259,belongs_to_brand,B049
P2259,belongs_to_category,C149
P2260,belongs_to_brand,B136
P2260,belongs_to_category,C124
P2261,belongs_to_brand,B290
P2261,belongs_to_category,C038
P2262,belongs_to_brand,B097
P2262,belongs_to_category,C180
P2263,belongs_to_brand,B290
P2263,belongs_to_category,C021
P2264,belongs_to_brand,B063
P2264,belongs_to_category,C004
P2265,belongs_to_brand,B216
P2265,belongs_to_category,C116
P2266,belongs_to_brand,B036
P2266,belongs_to_category,C127
P2267,belongs_to_brand,B128
P2267,belongs_to_category,C047
P2268,belongs_to_brand,B041
P2268,belongs_to_category,C043
P2269,belongs_to_brand,B297
P2269,belongs_to_category,C161
P2270,belongs_to_brand,B213
P2270,belongs_to_category,C111
P2271,belongs_to_brand,B248
P2271,belongs_to_category,C060
P2272,belongs_to_brand,B282
P2272,belongs_to_category,C161
P2273,belongs_to_brand,B003
P2273,belongs_to_category,C063
P2274,belongs_to_brand,B134
P2274,belongs_to_category,C025
P2275,belongs_to_brand,B251
P2275,belongs_to_category,C063
P2276,belongs_to_brand,B158
P2276,belongs_to_category,C053
P2277,belongs_to_brand,B092
P2277,belongs_to_category,C050
P2278,belongs_to_brand,B078
P2278,belongs_to_category,C067
P2279,belongs_to_brand,B163
P2279,belongs_to_category,C106
P2280,belongs_to_brand,B272
P2280,belongs_to_category,C105
P2281,belongs_to_brand,B020
P2281,belongs_to_category,C141
P2282,belongs_to_brand,B184
P2282,belongs_to_category,C183
P2283,belongs_to_brand,B110
P2283,belongs_to_category,C179
P2284,belongs_to_brand,B240
P2284,belongs_to_category,C083
P2285,belongs_to_brand,B047
P2285,belongs_to_category,C013
P2286,belongs_to_brand,B113
P2286,belongs_to_category,C069
P2287,belongs_to_brand,B276
P2287,belongs_to_category,C116
P2288,belongs_to_brand,B232
P2288,belongs_to_category,C123
P2289,belongs_to_brand,B054
P2289,belongs_to_category,C158
P2290,belongs_to_brand,B266
P2290,belongs_to_category,C135
P2291,belongs_to_brand,B058
P2291,belongs_to_category,C088
P2292,belongs_to_brand,B208
P2292,belongs_to_category,C109
P2293,belongs_to_brand,B056
P2293,belongs_to_category,C064
P2294,belongs_to_brand,B001
P2294,belongs_to_category,C009
P2295,belongs_to_brand,B212
P2295,belongs_to_category,C093
P2296,belongs_to_brand,B200
P2296,belongs_to_category,C101
P2297,belongs_to_brand,B160
P2297,belongs_to_category,C074
P2298,belongs_to_brand,B204
P2298,belongs_to_category,C060
P2299,belongs_to_brand,B217
P2299,belongs_to_category,C127
P2300,belongs_to_brand,B180
P2300,belongs_to_category,C154
P2301,belongs_to_brand,B117
P2301,belongs_to_category,C043
P2302,belongs_to_brand,B067
P2302,belongs_to_category,C198
P2303,belongs_to_brand,B092
P2303,belongs_to_category,C109
P2304,belongs_to_brand,B137
P2304,belongs_to_category,C109
P2305,belongs_to_brand,B055
P2305,belongs_to_category,C157
P2306,belongs_to_brand,B159
P2306,belongs_to_category,C024
P2307,belongs_to_brand,B264
P2307,belongs_to_category,C140
P2308,belongs_to_brand,B171
P2308,belongs_to_category,C055
P2309,belongs_to_brand,B191
P2309,belongs_to_category,C168
P2310,belongs_to_brand,B044
P2310,belongs_to_category,C051
P2311,belongs_to_brand,B102
P2311,belongs_to_category,C021
P2312,belongs_to_brand,B220
P2312,belongs_to_category,C088
P2313,belongs_to_brand,B002
P2313,belongs_to_category,C113
P2314,belongs_to_brand,B148
P2314,belongs_to_category,C129
P2315,belongs_to_brand,B157
P2315,belongs_to_category,C076
P2316,belongs_to_brand,B087
P2316,belongs_to_category,C114
P2317,belongs_to_brand,B056
P2317,belongs_to_category,C058
P2318,belongs_to_brand,B208
P2318,belongs_to_category,C019
P2319,belongs_to_brand,B177
P2319,belongs_to_category,C043
P2320,belongs_to_brand,B267
P2320,belongs_to_category,C170
P2321,belongs_to_brand,B100
P2321,belongs_to_category,C169
P2322,belongs_to_brand,B160
P2322,belongs_to_category,C162
P2323,belongs_to_brand,B007
P2323,belongs_to_category,C077
P2324,belongs_to_brand,B228
P2324,belongs_to_category,C078
P2325,belongs_to_brand,B099
P2325,belongs_to_category,C115
P2326,belongs_to_brand,B294
P2326,belongs_to_category,C038
P2327,belongs_to_brand,B249
P2327,belongs_to_category,C026
P2328,belongs_to_brand,B224
P2328,belongs_to_category,C087
P2329,belongs_to_brand,B063
P2329,belongs_to_category,C098
P2330,belongs_to_brand,B148
P2330,belongs_to_category,C189
P2331,belongs_to_brand,B063
P2331,belongs_to_category,C084
P2332,belongs_to_brand,B161
P2332,belongs_to_category,C152
P2333,belongs_to_brand,B039
P2333,belongs_to_category,C080
P2334,belongs_to_brand,B053
P2334,belongs_to_category,C074
P2335,belongs_to_brand,B221
P2335,belongs_to_category,C131
P2336,belongs_to_brand,B128
P2336,belongs_to_category,C140
P2337,belongs_to_brand,B044
P2337,belongs_to_category,C109
P2338,belongs_to_brand,B194
P2338,belongs_to_category,C012
P2339,belongs_to_brand,B156
P2339,belongs_to_category,C077
P2340,belongs_to_brand,B252
P2340,belongs_to_category,C062
P2341,belongs_to_brand,B010
P2341,belongs_to_category,C045
P2342,belongs_to_brand,B048
P2342,belongs_to_category,C097
P2343,belongs_to_brand,B055
P2343,belongs_to_category,C172
P2344,belongs_to_brand,B179
P2344,belongs_to_category,C019
P2345,belongs_to_brand,B243
P2345,belongs_to_category,C048
P2346,belongs_to_brand,B045
P2346,belongs_to_category,C001
P2347,belongs_to_brand,B251
P2347,belongs_to_category,C018
P2348,belongs_to_brand,B002
P2348,belongs_to_category,C003
P2349,belongs_to_brand,B191
P2349,belongs_to_category,C146
P2350,belongs_to_brand,B153
P2350,belongs_to_category,C168
P2351,belongs_to_brand,B298
P2351,belongs_to_category,C079
P2352,belongs_to_brand,B298
P2352,belongs_to_category,C071
P2353,belongs_to_brand,B272
P2353,belongs_to_category,C083
P2354,belongs_to_brand,B249
P2354,belongs_to_category,C138
P2355,belongs_to_brand,B281
P2355,belongs_to_category,C098
P2356,belongs_to_brand,B201
P2356,belongs_to_category,C044
P2357,belongs_to_brand,B025
P2357,belongs_to_category,C132
P2358,belongs_to_brand,B266
P2358,belongs_to_category,C061
P2359,belongs_to_brand,B276
P2359,belongs_to_category,C097
P2360,belongs_to_brand,B086
P2360,belongs_to_category,C119
P2361,belongs_to_brand,B016
P2361,belongs_to_category,C152
P2362,belongs_to_brand,B197
P2362,belongs_to_category,C079
P2363,belongs_to_brand,B001
P2363,belongs_to_category,C087
P2364,belongs_to_brand,B003
P2364,belongs_to_category,C169
P2365,belongs_to_brand,B183
P2365,belongs_to_category,C066
P2366,belongs_to_brand,B024
P2366,belongs_to_category,C172
P2367,belongs_to_brand,B245
P2367,belongs_to_category,C131
P2368,belongs_to_brand,B014
P2368,belongs_to_category,C013
P2369,belongs_to_brand,B193
P2369,belongs_to_category,C163
P2370,belongs_to_brand,B093
P2370,belongs_to_category,C116
P2371,belongs_to_brand,B113
P2371,belongs_to_category,C127
P2372,belongs_to_brand,B165
P2372,belongs_to_category,C156
P2373,belongs_to_brand,B074
P2373,belongs_to_category,C053
P2374,belongs_to_brand,B169
P2374,belongs_to_category,C011
P2375,belongs_to_brand,B237
P2375,belongs_to_category,C066
P2376,belongs_to_brand,B167
P2376,belongs_to_category,C053
P2377,belongs_to_brand,B214
P2377,belongs_to_category,C042
P2378,belongs_to_brand,B105
P2378,belongs_to_category,C066
P2379,belongs_to_brand,B288
P2379,belongs_to_category,C053
P2380,belongs_to_brand,B156
P2380,belongs_to_category,C196
P2381,belongs_to_brand,B099
P2381,belongs_to_category,C024
P2382,belongs_to_brand,B222
P2382,belongs_to_category,C157
P2383,belongs_to_brand,B030
P2383,belongs_to_category,C107
P2384,belongs_to_brand,B013
P2384,belongs_to_category,C015
P2385,belongs_to_brand,B239
P2385,belongs_to_category,C040
P2386,belongs_to_brand,B160
P2386,belongs_to_category,C179
P2387,belongs_to_brand,B124
P2387,belongs_to_category,C167
P2388,belongs_to_brand,B046
P2388,belongs_to_category,C074
P2389,belongs_to_brand,B045
P2389,belongs_to_category,C155
P2390,belongs_to_brand,B187
P2390,belongs_to_category,C111
P2391,belongs_to_brand,B025
P2391,belongs_to_category,C183
P2392,belongs_to_brand,B184
P2392,belongs_to_category,C178
P2393,belongs_to_brand,B020
P2393,belongs_to_category,C109
P2394,belongs_to_brand,B276
P2394,belongs_to_category,C032
P2395,belongs_to_brand,B096
P2395,belongs_to_category,C042
P2396,belongs_to_brand,B184
P2396,belongs_to_category,C052
P2397,belongs_to_brand,B096
P2397,belongs_to_category,C155
P2398,belongs_to_brand,B153
P2398,belongs_to_category,C146
P2399,belongs_to_brand,B166
P2399,belongs_to_category,C039
P2400,belongs_to_brand,B248
P2400,belongs_to_category,C071
P2401,belongs_to_brand,B138
P2401,belongs_to_category,C152
P2402,belongs_to_brand,B181
P2402,belongs_to_category,C117
P2403,belongs_to_brand,B052
P2403,belongs_to_category,C080
P2404,belongs_to_brand,B103
P2404,belongs_to_category,C111
P2405,belongs_to_brand,B251
P2405,belongs_to_category,C109
P2406,belongs_to_brand,B232
P2406,belongs_to_category,C088
P2407,belongs_to_brand,B001
P2407,belongs_to_category,C020
P2408,belongs_to_brand,B036
P2408,belongs_to_category,C032
P2409,belongs_to_brand,B264
P2409,belongs_to_category,C164
P2410,belongs_to_brand,B134
P2410,belongs_to_category,C053
P2411,belongs_to_brand,B147
P2411,belongs_to_category,C077
P2412,belongs_to_brand,B147
P2412,belongs_to_category,C085
P2413,belongs_to_brand,B232
P2413,belongs_to_category,C193
P2414,belongs_to_brand,B217
P2414,belongs_to_category,C158
P2415,belongs_to_brand,B065
P2415,belongs_to_category,C143
P2416,belongs_to_brand,B146
P2416,belongs_to_category,C095
P2417,belongs_to_brand,B098
P2417,belongs_to_category,C159
P2418,belongs_to_brand,B173
P2418,belongs_to_category,C193
P2419,belongs_to_brand,B032
P2419,belongs_to_category,C090
P2420,belongs_to_brand,B146
P2420,belongs_to_category,C174
P2421,belongs_to_brand,B010
P2421,belongs_to_category,C107
P2422,belongs_to_brand,B293
P2422,belongs_to_category,C136
P2423,belongs_to_brand,B130
P2423,belongs_to_category,C191
P2424,belongs_to_brand,B243
P2424,belongs_to_category,C091
P2425,belongs_to_brand,B053
P2425,belongs_to_category,C106
P2426,belongs_to_brand,B039
P2426,belongs_to_category,C170
P2427,belongs_to_brand,B083
P2427,belongs_to_category,C005
P2428,belongs_to_brand,B071
P2428,belongs_to_category,C183
P2429,belongs_to_brand,B054
P2429,belongs_to_category,C093
P2430,belongs_to_brand,B262
P2430,belongs_to_category,C106
P2431,belongs_to_brand,B078
P2431,belongs_to_category,C048
P2432,belongs_to_brand,B050
P2432,belongs_to_category,C066
P2433,belongs_to_brand,B209
P2433,belongs_to_category,C042
P2434,belongs_to_brand,B068
P2434,belongs_to_category,C160
P2435,belongs_to_brand,B151
P2435,belongs_to_category,C029
P2436,belongs_to_brand,B243
P2436,belongs_to_category,C051
P2437,belongs_to_brand,B018
P2437,belongs_to_category,C165
P2438,belongs_to_brand,B201
P2438,belongs_to_category,C031
P2439,belongs_to_brand,B281
P2439,belongs_to_category,C126
P2440,belongs_to_brand,B040
P2440,belongs_to_category,C196
P2441,belongs_to_brand,B180
P2441,belongs_to_category,C163
P2442,belongs_to_brand,B091
P2442,belongs_to_category,C053
P2443,belongs_to_brand,B100
P2443,belongs_to_category,C047
P2444,belongs_to_brand,B172
P2444,belongs_to_category,C048
P2445,belongs_to_brand,B020
P2445,belongs_to_category,C106
P2446,belongs_to_brand,B198
P2446,belongs_to_category,C183
P2447,belongs_to_brand,B017
P2447,belongs_to_category,C022
P2448,belongs_to_brand,B042
P2448,belongs_to_category,C113
P2449,belongs_to_brand,B090
P2449,belongs_to_category,C063
P2450,belongs_to_brand,B150
P2450,belongs_to_category,C090
P2451,belongs_to_brand,B232
P2451,belongs_to_category,C035
P2452,belongs_to_brand,B082
P2452,belongs_to_category,C111
P2453,belongs_to_brand,B093
P2453,belongs_to_category,C001
P2454,belongs_to_brand,B219
P2454,belongs_to_category,C084
P2455,belongs_to_brand,B298
P2455,belongs_to_category,C173
P2456,belongs_to_brand,B273
P2456,belongs_to_category,C159
P2457,belongs_to_brand,B191
P2457,belongs_to_category,C153
P2458,belongs_to_brand,B287
P2458,belongs_to_category,C178
P2459,belongs_to_brand,B200
P2459,belongs_to_category,C145
P2460,belongs_to_brand,B268
P2460,belongs_to_category,C170
P2461,belongs_to_brand,B290
P2461,belongs_to_category,C160
P2462,belongs_to_brand,B199
P2462,belongs_to_category,C069
P2463,belongs_to_brand,B042
P2463,belongs_to_category,C060
P2464,belongs_to_brand,B072
P2464,belongs_to_category,C009
P2465,belongs_to_brand,B172
P2465,belongs_to_category,C092
P2466,belongs_to_brand,B266
P2466,belongs_to_category,C083
P2467,belongs_to_brand,B231
P2467,belongs_to_category,C055
P2468,belongs_to_brand,B103
P2468,belongs_to_category,C052
P2469,belongs_to_brand,B066
P2469,belongs_to_category,C008
P2470,belongs_to_brand,B222
P2470,belongs_to_category,C104
P2471,belongs_to_brand,B188
P2471,belongs_to_category,C136
P2472,belongs_to_brand,B035
P2472,belongs_to_category,C054
P2473,belongs_to_brand,B034
P2473,belongs_to_category,C041
P2474,belongs_to_brand,B043
P2474,belongs_to_category,C090
P2475,belongs_to_brand,B105
P2475,belongs_to_category,C118
P2476,belongs_to_brand,B186
P2476,belongs_to_category,C187
P2477,belongs_to_brand,B102
P2477,belongs_to_category,C191
P2478,belongs_to_brand,B181
P2478,belongs_to_category,C087
P2479,belongs_to_brand,B023
P2479,belongs_to_category,C016
P2480,belongs_to_brand,B073
P2480,belongs_to_category,C169
P2481,belongs_to_brand,B212
P2481,belongs_to_category,C146
P2482,belongs_to_brand,B196
P2482,belongs_to_category,C140
P2483,belongs_to_brand,B096
P2483,belongs_to_category,C155
P2484,belongs_to_brand,B130
P2484,belongs_to_category,C052
P2485,belongs_to_brand,B134
P2485,belongs_to_category,C025
P2486,belongs_to_brand,B170
P2486,belongs_to_category,C196
P2487,belongs_to_brand,B176
P2487,belongs_to_category,C043
P2488,belongs_to_brand,B217
P2488,belongs_to_category,C011
P2489,belongs_to_brand,B262
P2489,belongs_to_category,C193
P2490,belongs_to_brand,B139
P2490,belongs_to_category,C174
P2491,belongs_to_brand,B063
P2491,belongs_to_category,C081
P2492,belongs_to_brand,B053
P2492,belongs_to_category,C190
P2493,belongs_to_brand,B030
P2493,belongs_to_category,C091
P2494,belongs_to_brand,B040
P2494,belongs_to_category,C003
P2495,belongs_to_brand,B136
P2495,belongs_to_category,C172
P2496,belongs_to_brand,B082
P2496,belongs_to_category,C183
P2497,belongs_to_brand,B212
P2497,belongs_to_category,C056
P2498,belongs_to_brand,B087
P2498,belongs_to_category,C046
P2499,belongs_to_brand,B231
P2499,belongs_to_category,C077
P2500,belongs_to_brand,B136
P2500,belongs_to_category,C177
P2501,belongs_to_brand,B294
P2501,belongs_to_category,C179
P2502,belongs_to_brand,B174
P2502,belongs_to_category,C073
P2503,belongs_to_brand,B148
